date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
2011-09-01T00:00:00,TPCP,GHCND:BGM00041859,2696,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041883,899,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041891,3161,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041907,336,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041923,442,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041936,492,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041943,650,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041950,1363,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041978,7649,0,0,Bangladesh,TPCP
2011-09-01T00:00:00,TPCP,GHCND:BGM00041992,971,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041859,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041883,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041891,5,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041907,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041923,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041936,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041943,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041950,0,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041978,239,0,0,Bangladesh,TPCP
2011-10-01T00:00:00,TPCP,GHCND:BGM00041992,30,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041859,5,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041883,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041891,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041907,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041923,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041936,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041943,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041950,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041978,0,0,0,Bangladesh,TPCP
2011-11-01T00:00:00,TPCP,GHCND:BGM00041992,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041859,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041883,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041891,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041907,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041923,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041936,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041943,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041950,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041978,0,0,0,Bangladesh,TPCP
2011-12-01T00:00:00,TPCP,GHCND:BGM00041992,0,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041859,30,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041883,10,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041891,20,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041907,20,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041923,13,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041936,51,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041943,0,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041950,0,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041978,0,0,0,Bangladesh,TPCP
2012-01-01T00:00:00,TPCP,GHCND:BGM00041992,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041859,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041883,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041891,56,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041907,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041923,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041936,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041943,201,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041950,0,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041978,173,0,0,Bangladesh,TPCP
2012-02-01T00:00:00,TPCP,GHCND:BGM00041992,0,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041859,0,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041883,0,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041891,886,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041907,51,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041923,3,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041936,0,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041943,81,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041950,30,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041978,135,0,0,Bangladesh,TPCP
2012-03-01T00:00:00,TPCP,GHCND:BGM00041992,140,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041859,1146,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041883,457,0,0,Bangladesh,TPCP
